地方频道,#genre#
大湾区卫视,http://116.28.124.202:8520/udp/239.77.0.215:5146
大湾区卫视,http://116.18.39.115:4000/udp/239.77.0.215:5146
大湾区卫视,http://183.5.96.82:8888/udp/239.77.0.215:5146
大湾区卫视,http://113.71.148.134:5555/udp/239.77.0.215:5146
大湾区卫视,http://59.38.62.9:2052/udp/239.77.0.215:5146
大湾区卫视,http://119.135.126.34:4022/udp/239.77.0.215:5146
大湾区卫视,http://59.34.139.52:4000/udp/239.77.0.215:5146
大湾区卫视,http://125.92.102.170:8899/udp/239.77.0.215:5146
大湾区卫视,http://113.89.247.49:4200/udp/239.77.0.215:5146
广东珠江高清,http://113.101.119.104:808/hls/105/index.m3u8
广东珠江高清,http://tenfarr.com:4000/udp/239.77.0.1:5146
广东珠江高清,http://113.101.119.119:8090/hls/105/index.m3u8
广东珠江高清,http://www.zz49.top:4022/udp/239.77.0.1:5146
广东珠江高清,http://183.17.238.99:8888/udp/239.77.0.1:5146
广东珠江高清,http://113.101.160.134:8888/udp/239.77.0.1:5146
广东珠江高清,http://116.21.126.59:3333/udp/239.77.0.1:5146
广东珠江高清,http://113.110.200.194:8888/udp/239.77.0.1:5146
广东珠江高清,http://14.117.234.110:9000/udp/239.77.0.1:5146
广东珠江高清,http://113.74.172.147:4000/udp/239.77.0.1:5146
广东珠江高清,http://113.93.54.144:5555/udp/239.77.0.1:5146
广东珠江高清,http://116.18.39.115:4000/udp/239.77.0.1:5146
广东珠江高清,http://14.221.179.51:8888/udp/239.77.0.1:5146
广东珠江高清,http://14.19.179.48:4022/udp/239.77.0.1:5146
广东珠江高清,http://61.140.148.82:3333/udp/239.77.0.1:5146
广东珠江高清,http://113.103.36.10:7777/udp/239.77.0.1:5146
广东珠江高清,http://113.93.48.96:2000/udp/239.77.0.1:5146
广东珠江高清,http://121.13.165.98:8000/udp/239.77.0.1:5146
广东珠江高清,http://113.83.248.110:4200/udp/239.77.0.1:5146
广东珠江高清,http://14.19.151.72:9900/udp/239.77.0.1:5146
广东珠江高清,http://113.110.72.52:808/hls/105/index.m3u8
广东珠江高清,http://113.110.72.52:8090/hls/105/index.m3u8
广东珠江高清,http://113.86.205.31:8090/hls/105/index.m3u8
广东珠江高清,http://14.154.195.131:4022/udp/239.77.0.1:5146
广东珠江高清,http://59.32.96.111:8888/udp/239.77.0.1:5146
广东珠江高清,http://183.16.210.234:4022/udp/239.77.0.1:5146
广东珠江高清,http://113.86.205.29:808/hls/105/index.m3u8
广东珠江高清,http://113.101.119.31:8090/hls/105/index.m3u8
广东体育高清,http://jt.zorua.cn:8787/udp/239.77.0.112:5146
广东体育高清,http://120.84.121.62:808/hls/22/index.m3u8
广东体育高清,http://113.90.244.104:4000/udp/239.77.0.112:5146
广东体育高清,http://14.154.214.208:4022/udp/239.77.0.112:5146
广东体育高清,http://113.93.53.87:5555/udp/239.77.0.112:5146
广东体育高清,http://125.92.142.179:4022/udp/239.77.0.112:5146
广东体育高清,http://61.140.124.156:8888/udp/239.77.0.112:5146
广东体育高清,http://218.18.4.72:8888/udp/239.77.0.112:5146
广东体育高清,http://113.100.72.95:8899/udp/239.77.0.112:5146
广东体育高清,http://113.65.8.165:8000/udp/239.77.0.112:5146
广东体育高清,http://116.18.36.224:8888/udp/239.77.0.112:5146
广东体育高清,http://59.34.94.56:4022/udp/239.77.0.112:5146
广东体育高清,http://113.74.224.163:8686/udp/239.77.0.112:5146
广东体育高清,http://116.20.33.46:4321/udp/239.77.0.112:5146
广东体育高清,http://119.131.240.240:8089/hls/5/index.m3u8
广东体育高清,http://119.131.240.239:8089/hls/5/index.m3u8
广东新闻高清,http://tenfarr.com:4000/udp/239.77.0.173:5146
广东新闻高清,http://14.117.234.110:9000/udp/239.77.0.173:5146
广东新闻高清,http://jt.zorua.cn:8787/udp/239.77.0.173:5146
广东新闻高清,http://183.5.97.206:8888/udp/239.77.0.173:5146
广东新闻高清,http://183.237.246.14:9931/tsfile/live/1012_1.m3u8
广东新闻高清,http://1b6467f415.iok.la:9931/tsfile/live/1012_1.m3u8
广东新闻高清,http://113.68.254.149:8848/udp/239.77.0.173:5146
广东新闻高清,http://121.13.165.104:8000/udp/239.77.0.173:5146
广东新闻高清,http://113.101.160.144:8888/udp/239.77.0.173:5146
广东新闻高清,http://113.93.48.90:9999/udp/239.77.0.173:5146
广东新闻高清,http://113.65.8.95:8000/udp/239.77.0.173:5146
广东新闻高清,http://113.86.204.95:9999/udp/239.77.0.173:5146
广东新闻高清,http://58.63.66.241:8888/udp/239.77.0.173:5146
广东新闻高清,http://116.20.33.46:4321/udp/239.77.0.173:5146
广东新闻高清,http://113.66.125.5:50001/udp/239.77.0.173:5146
广东新闻高清,http://113.87.225.31:5000/udp/239.77.0.173:5146
广东新闻高清,http://113.65.189.2:54321/udp/239.77.0.173:5146
广东影视高清,http://113.100.174.195:8888/udp/239.77.0.217:5146
广东影视高清,http://59.32.48.226:1099/udp/239.77.0.217:5146
广东影视高清,http://121.13.165.98:8000/udp/239.77.0.217:5146
广东影视高清,http://119.135.1.161:9999/udp/239.77.0.217:5146
广东影视高清,http://113.86.204.95:9999/udp/239.77.0.217:5146
广东影视高清,http://183.29.197.72:8686/udp/239.77.0.217:5146
广东影视高清,http://14.126.126.6:10001/udp/239.77.0.217:5146
广东影视高清,http://183.5.93.234:8888/udp/239.77.0.217:5146
广东影视高清,http://113.68.179.47:4022/udp/239.77.0.217:5146
广东影视高清,http://222.217.246.9:8181/tsfile/live/1008_1.m3u8
